images_path,label
Preprocessed\anger\img_1309.jpg,0
Preprocessed\anger\img_1310.jpg,0
Preprocessed\anger\img_1311.jpg,0
Preprocessed\anger\img_1312.jpg,0
Preprocessed\anger\img_1313.jpg,0
Preprocessed\anger\img_1314.jpg,0
Preprocessed\anger\img_1315.jpg,0
Preprocessed\anger\img_1316.jpg,0
Preprocessed\anger\img_1317.jpg,0
Preprocessed\anger\img_1318.jpg,0
Preprocessed\anger\img_1319.jpg,0
Preprocessed\anger\img_1320.jpg,0
Preprocessed\anger\img_1321.jpg,0
Preprocessed\anger\img_1322.jpg,0
Preprocessed\anger\img_1323.jpg,0
Preprocessed\anger\img_1324.jpg,0
Preprocessed\anger\img_1325.jpg,0
Preprocessed\anger\img_1326.jpg,0
Preprocessed\anger\img_1327.jpg,0
Preprocessed\anger\img_1328.jpg,0
Preprocessed\anger\img_1329.jpg,0
Preprocessed\anger\img_1330.jpg,0
Preprocessed\anger\img_1331.jpg,0
Preprocessed\anger\img_1332.jpg,0
Preprocessed\anger\img_1333.jpg,0
Preprocessed\anger\img_1334.jpg,0
Preprocessed\anger\img_1335.jpg,0
Preprocessed\anger\img_1336.jpg,0
Preprocessed\anger\img_1337.jpg,0
Preprocessed\anger\img_1338.jpg,0
Preprocessed\anger\img_1339.jpg,0
Preprocessed\anger\img_1340.jpg,0
Preprocessed\anger\img_1341.jpg,0
Preprocessed\anger\img_1342.jpg,0
Preprocessed\anger\img_1343.jpg,0
Preprocessed\anger\img_1344.jpg,0
Preprocessed\anger\img_1345.jpg,0
Preprocessed\anger\img_1346.jpg,0
Preprocessed\anger\img_1347.jpg,0
Preprocessed\anger\img_1348.jpg,0
Preprocessed\anger\img_1349.jpg,0
Preprocessed\anger\img_1350.jpg,0
Preprocessed\anger\img_1351.jpg,0
Preprocessed\anger\img_1352.jpg,0
Preprocessed\anger\img_1353.jpg,0
Preprocessed\anger\img_1354.jpg,0
Preprocessed\anger\img_1355.jpg,0
Preprocessed\anger\img_1356.jpg,0
Preprocessed\anger\img_1357.jpg,0
Preprocessed\anger\img_1358.jpg,0
Preprocessed\anger\img_1359.jpg,0
Preprocessed\anger\img_1360.jpg,0
Preprocessed\anger\img_1361.jpg,0
Preprocessed\anger\img_1362.jpg,0
Preprocessed\anger\img_1363.jpg,0
Preprocessed\anger\img_1364.jpg,0
Preprocessed\disgust\img_1365.jpg,1
Preprocessed\disgust\img_1366.jpg,1
Preprocessed\disgust\img_1367.jpg,1
Preprocessed\disgust\img_1368.jpg,1
Preprocessed\disgust\img_1369.jpg,1
Preprocessed\disgust\img_1370.jpg,1
Preprocessed\disgust\img_1371.jpg,1
Preprocessed\disgust\img_1372.jpg,1
Preprocessed\disgust\img_1373.jpg,1
Preprocessed\disgust\img_1374.jpg,1
Preprocessed\disgust\img_1375.jpg,1
Preprocessed\disgust\img_1376.jpg,1
Preprocessed\disgust\img_1377.jpg,1
Preprocessed\disgust\img_1378.jpg,1
Preprocessed\disgust\img_1379.jpg,1
Preprocessed\disgust\img_1380.jpg,1
Preprocessed\disgust\img_1381.jpg,1
Preprocessed\disgust\img_1382.jpg,1
Preprocessed\disgust\img_1383.jpg,1
Preprocessed\disgust\img_1384.jpg,1
Preprocessed\disgust\img_1385.jpg,1
Preprocessed\disgust\img_1386.jpg,1
Preprocessed\disgust\img_1387.jpg,1
Preprocessed\disgust\img_1388.jpg,1
Preprocessed\disgust\img_1389.jpg,1
Preprocessed\disgust\img_1390.jpg,1
Preprocessed\disgust\img_1391.jpg,1
Preprocessed\disgust\img_1392.jpg,1
Preprocessed\disgust\img_1393.jpg,1
Preprocessed\disgust\img_1394.jpg,1
Preprocessed\disgust\img_1395.jpg,1
Preprocessed\disgust\img_1396.jpg,1
Preprocessed\disgust\img_1397.jpg,1
Preprocessed\disgust\img_1398.jpg,1
Preprocessed\disgust\img_1399.jpg,1
Preprocessed\disgust\img_1400.jpg,1
Preprocessed\disgust\img_1401.jpg,1
Preprocessed\disgust\img_1402.jpg,1
Preprocessed\disgust\img_1403.jpg,1
Preprocessed\disgust\img_1404.jpg,1
Preprocessed\disgust\img_1405.jpg,1
Preprocessed\disgust\img_1406.jpg,1
Preprocessed\disgust\img_1407.jpg,1
Preprocessed\disgust\img_1408.jpg,1
Preprocessed\disgust\img_1409.jpg,1
Preprocessed\disgust\img_1410.jpg,1
Preprocessed\disgust\img_1411.jpg,1
Preprocessed\disgust\img_1412.jpg,1
Preprocessed\disgust\img_1413.jpg,1
Preprocessed\disgust\img_1414.jpg,1
Preprocessed\disgust\img_1415.jpg,1
Preprocessed\disgust\img_1416.jpg,1
Preprocessed\disgust\img_1417.jpg,1
Preprocessed\disgust\img_1418.jpg,1
Preprocessed\disgust\img_1419.jpg,1
Preprocessed\disgust\img_1420.jpg,1
Preprocessed\disgust\img_1421.jpg,1
Preprocessed\disgust\img_1422.jpg,1
Preprocessed\disgust\img_1423.jpg,1
Preprocessed\disgust\img_1424.jpg,1
Preprocessed\disgust\img_1425.jpg,1
Preprocessed\disgust\img_1426.jpg,1
Preprocessed\disgust\img_1427.jpg,1
Preprocessed\disgust\img_1428.jpg,1
Preprocessed\disgust\img_1429.jpg,1
Preprocessed\disgust\img_1430.jpg,1
Preprocessed\disgust\img_1431.jpg,1
Preprocessed\disgust\img_1432.jpg,1
Preprocessed\disgust\img_1433.jpg,1
Preprocessed\disgust\img_1434.jpg,1
Preprocessed\disgust\img_1435.jpg,1
Preprocessed\disgust\img_1436.jpg,1
Preprocessed\disgust\img_1437.jpg,1
Preprocessed\disgust\img_1438.jpg,1
Preprocessed\disgust\img_1439.jpg,1
Preprocessed\disgust\img_1440.jpg,1
Preprocessed\disgust\img_1441.jpg,1
Preprocessed\disgust\img_1442.jpg,1
Preprocessed\disgust\img_1443.jpg,1
Preprocessed\disgust\img_1444.jpg,1
Preprocessed\disgust\img_1445.jpg,1
Preprocessed\disgust\img_1446.jpg,1
Preprocessed\disgust\img_1447.jpg,1
Preprocessed\disgust\img_1448.jpg,1
Preprocessed\disgust\img_1449.jpg,1
Preprocessed\disgust\img_1450.jpg,1
Preprocessed\disgust\img_1451.jpg,1
Preprocessed\disgust\img_1452.jpg,1
Preprocessed\disgust\img_1453.jpg,1
Preprocessed\disgust\img_1454.jpg,1
Preprocessed\disgust\img_1455.jpg,1
Preprocessed\disgust\img_1456.jpg,1
Preprocessed\disgust\img_1457.jpg,1
Preprocessed\disgust\img_1458.jpg,1
Preprocessed\disgust\img_1459.jpg,1
Preprocessed\disgust\img_1460.jpg,1
Preprocessed\disgust\img_1461.jpg,1
Preprocessed\disgust\img_1462.jpg,1
Preprocessed\disgust\img_1463.jpg,1
Preprocessed\disgust\img_1464.jpg,1
Preprocessed\disgust\img_1465.jpg,1
Preprocessed\disgust\img_1466.jpg,1
Preprocessed\disgust\img_1467.jpg,1
Preprocessed\disgust\img_1468.jpg,1
Preprocessed\disgust\img_1469.jpg,1
Preprocessed\disgust\img_1470.jpg,1
Preprocessed\disgust\img_1471.jpg,1
Preprocessed\disgust\img_1472.jpg,1
Preprocessed\disgust\img_1473.jpg,1
Preprocessed\disgust\img_1474.jpg,1
Preprocessed\disgust\img_1475.jpg,1
Preprocessed\disgust\img_1476.jpg,1
Preprocessed\disgust\img_1477.jpg,1
Preprocessed\disgust\img_1478.jpg,1
Preprocessed\disgust\img_1479.jpg,1
Preprocessed\disgust\img_1480.jpg,1
Preprocessed\disgust\img_1481.jpg,1
Preprocessed\disgust\img_1482.jpg,1
Preprocessed\disgust\img_1483.jpg,1
Preprocessed\disgust\img_1484.jpg,1
Preprocessed\disgust\img_1485.jpg,1
Preprocessed\disgust\img_1486.jpg,1
Preprocessed\disgust\img_1487.jpg,1
Preprocessed\disgust\img_1488.jpg,1
Preprocessed\disgust\img_1489.jpg,1
Preprocessed\disgust\img_1490.jpg,1
Preprocessed\disgust\img_1491.jpg,1
Preprocessed\disgust\img_1492.jpg,1
Preprocessed\disgust\img_1493.jpg,1
Preprocessed\disgust\img_1494.jpg,1
Preprocessed\disgust\img_1495.jpg,1
Preprocessed\disgust\img_1496.jpg,1
Preprocessed\disgust\img_1497.jpg,1
Preprocessed\disgust\img_1498.jpg,1
Preprocessed\disgust\img_1499.jpg,1
Preprocessed\disgust\img_1500.jpg,1
Preprocessed\disgust\img_1501.jpg,1
Preprocessed\disgust\img_1502.jpg,1
Preprocessed\disgust\img_1503.jpg,1
Preprocessed\disgust\img_1504.jpg,1
Preprocessed\disgust\img_1505.jpg,1
Preprocessed\disgust\img_1506.jpg,1
Preprocessed\disgust\img_1507.jpg,1
Preprocessed\disgust\img_1508.jpg,1
Preprocessed\disgust\img_1509.jpg,1
Preprocessed\disgust\img_1510.jpg,1
Preprocessed\disgust\img_1511.jpg,1
Preprocessed\disgust\img_1512.jpg,1
Preprocessed\disgust\img_1513.jpg,1
Preprocessed\disgust\img_1514.jpg,1
Preprocessed\disgust\img_1515.jpg,1
Preprocessed\disgust\img_1516.jpg,1
Preprocessed\disgust\img_1517.jpg,1
Preprocessed\disgust\img_1518.jpg,1
Preprocessed\disgust\img_1519.jpg,1
Preprocessed\disgust\img_1520.jpg,1
Preprocessed\disgust\img_1521.jpg,1
Preprocessed\disgust\img_1522.jpg,1
Preprocessed\disgust\img_1523.jpg,1
Preprocessed\disgust\img_1524.jpg,1
Preprocessed\disgust\img_1525.jpg,1
Preprocessed\disgust\img_1526.jpg,1
Preprocessed\disgust\img_1527.jpg,1
Preprocessed\disgust\img_1528.jpg,1
Preprocessed\disgust\img_1529.jpg,1
Preprocessed\disgust\img_1530.jpg,1
Preprocessed\disgust\img_1531.jpg,1
Preprocessed\disgust\img_1532.jpg,1
Preprocessed\disgust\img_1533.jpg,1
Preprocessed\disgust\img_1534.jpg,1
Preprocessed\disgust\img_1535.jpg,1
Preprocessed\disgust\img_1536.jpg,1
Preprocessed\disgust\img_1537.jpg,1
Preprocessed\disgust\img_1538.jpg,1
Preprocessed\disgust\img_1539.jpg,1
Preprocessed\disgust\img_1540.jpg,1
Preprocessed\disgust\img_1541.jpg,1
Preprocessed\disgust\img_1542.jpg,1
Preprocessed\disgust\img_1543.jpg,1
Preprocessed\disgust\img_1544.jpg,1
Preprocessed\disgust\img_1545.jpg,1
Preprocessed\disgust\img_1546.jpg,1
Preprocessed\disgust\img_1547.jpg,1
Preprocessed\disgust\img_1548.jpg,1
Preprocessed\disgust\img_1549.jpg,1
Preprocessed\disgust\img_1550.jpg,1
Preprocessed\disgust\img_1551.jpg,1
Preprocessed\disgust\img_1552.jpg,1
Preprocessed\disgust\img_1553.jpg,1
Preprocessed\disgust\img_1554.jpg,1
Preprocessed\disgust\img_1555.jpg,1
Preprocessed\disgust\img_1556.jpg,1
Preprocessed\disgust\img_1557.jpg,1
Preprocessed\disgust\img_1558.jpg,1
Preprocessed\disgust\img_1559.jpg,1
Preprocessed\disgust\img_1560.jpg,1
Preprocessed\disgust\img_1561.jpg,1
Preprocessed\disgust\img_1562.jpg,1
Preprocessed\disgust\img_1563.jpg,1
Preprocessed\disgust\img_1564.jpg,1
Preprocessed\disgust\img_1565.jpg,1
Preprocessed\disgust\img_1566.jpg,1
Preprocessed\disgust\img_1567.jpg,1
Preprocessed\disgust\img_1568.jpg,1
Preprocessed\disgust\img_1569.jpg,1
Preprocessed\disgust\img_1570.jpg,1
Preprocessed\disgust\img_1571.jpg,1
Preprocessed\disgust\img_1572.jpg,1
Preprocessed\disgust\img_1573.jpg,1
Preprocessed\disgust\img_1574.jpg,1
Preprocessed\disgust\img_1575.jpg,1
Preprocessed\disgust\img_1576.jpg,1
Preprocessed\disgust\img_1577.jpg,1
Preprocessed\disgust\img_1578.jpg,1
Preprocessed\disgust\img_1579.jpg,1
Preprocessed\disgust\img_1580.jpg,1
Preprocessed\disgust\img_1581.jpg,1
Preprocessed\disgust\img_1582.jpg,1
Preprocessed\disgust\img_1583.jpg,1
Preprocessed\disgust\img_1584.jpg,1
Preprocessed\disgust\img_1585.jpg,1
Preprocessed\disgust\img_1586.jpg,1
Preprocessed\disgust\img_1587.jpg,1
Preprocessed\disgust\img_1588.jpg,1
Preprocessed\disgust\img_1589.jpg,1
Preprocessed\disgust\img_1590.jpg,1
Preprocessed\disgust\img_1591.jpg,1
Preprocessed\disgust\img_1592.jpg,1
Preprocessed\disgust\img_1593.jpg,1
Preprocessed\disgust\img_1594.jpg,1
Preprocessed\disgust\img_1595.jpg,1
Preprocessed\disgust\img_1596.jpg,1
Preprocessed\disgust\img_1597.jpg,1
Preprocessed\disgust\img_1598.jpg,1
Preprocessed\disgust\img_1599.jpg,1
Preprocessed\disgust\img_1600.jpg,1
Preprocessed\disgust\img_1601.jpg,1
Preprocessed\disgust\img_1602.jpg,1
Preprocessed\disgust\img_1603.jpg,1
Preprocessed\disgust\img_1604.jpg,1
Preprocessed\disgust\img_1605.jpg,1
Preprocessed\disgust\img_1606.jpg,1
Preprocessed\disgust\img_1607.jpg,1
Preprocessed\disgust\img_1608.jpg,1
Preprocessed\disgust\img_1609.jpg,1
Preprocessed\disgust\img_1610.jpg,1
Preprocessed\disgust\img_1611.jpg,1
Preprocessed\disgust\img_1612.jpg,1
Preprocessed\disgust\img_1613.jpg,1
Preprocessed\disgust\img_1614.jpg,1
Preprocessed\disgust\img_1615.jpg,1
Preprocessed\disgust\img_1616.jpg,1
Preprocessed\disgust\img_1617.jpg,1
Preprocessed\disgust\img_1618.jpg,1
Preprocessed\disgust\img_1619.jpg,1
Preprocessed\disgust\img_1620.jpg,1
Preprocessed\disgust\img_1621.jpg,1
Preprocessed\disgust\img_1622.jpg,1
Preprocessed\disgust\img_1623.jpg,1
Preprocessed\disgust\img_1624.jpg,1
Preprocessed\disgust\img_1625.jpg,1
Preprocessed\disgust\img_1626.jpg,1
Preprocessed\disgust\img_1627.jpg,1
Preprocessed\disgust\img_1628.jpg,1
Preprocessed\disgust\img_1629.jpg,1
Preprocessed\disgust\img_1630.jpg,1
Preprocessed\disgust\img_1631.jpg,1
Preprocessed\disgust\img_1632.jpg,1
Preprocessed\disgust\img_1633.jpg,1
Preprocessed\disgust\img_1634.jpg,1
Preprocessed\disgust\img_1635.jpg,1
Preprocessed\disgust\img_1636.jpg,1
Preprocessed\disgust\img_1637.jpg,1
Preprocessed\disgust\img_1638.jpg,1
Preprocessed\disgust\img_1639.jpg,1
Preprocessed\disgust\img_1640.jpg,1
Preprocessed\disgust\img_1641.jpg,1
Preprocessed\disgust\img_1642.jpg,1
Preprocessed\disgust\img_1643.jpg,1
Preprocessed\disgust\img_1644.jpg,1
Preprocessed\disgust\img_1645.jpg,1
Preprocessed\disgust\img_1646.jpg,1
Preprocessed\disgust\img_1647.jpg,1
Preprocessed\disgust\img_1648.jpg,1
Preprocessed\disgust\img_1649.jpg,1
Preprocessed\disgust\img_1650.jpg,1
Preprocessed\disgust\img_1651.jpg,1
Preprocessed\disgust\img_1652.jpg,1
Preprocessed\disgust\img_1653.jpg,1
Preprocessed\disgust\img_1654.jpg,1
Preprocessed\disgust\img_1655.jpg,1
Preprocessed\disgust\img_1656.jpg,1
Preprocessed\disgust\img_1657.jpg,1
Preprocessed\disgust\img_1658.jpg,1
Preprocessed\disgust\img_1659.jpg,1
Preprocessed\disgust\img_1660.jpg,1
Preprocessed\disgust\img_1661.jpg,1
Preprocessed\disgust\img_1662.jpg,1
Preprocessed\disgust\img_1663.jpg,1
Preprocessed\disgust\img_1664.jpg,1
Preprocessed\disgust\img_1665.jpg,1
Preprocessed\disgust\img_1666.jpg,1
Preprocessed\disgust\img_1667.jpg,1
Preprocessed\disgust\img_1668.jpg,1
Preprocessed\disgust\img_1669.jpg,1
Preprocessed\disgust\img_1670.jpg,1
Preprocessed\disgust\img_1671.jpg,1
Preprocessed\disgust\img_1672.jpg,1
Preprocessed\disgust\img_1673.jpg,1
Preprocessed\disgust\img_1674.jpg,1
Preprocessed\disgust\img_1675.jpg,1
Preprocessed\disgust\img_1676.jpg,1
Preprocessed\disgust\img_1677.jpg,1
Preprocessed\disgust\img_1678.jpg,1
Preprocessed\disgust\img_1679.jpg,1
Preprocessed\disgust\img_1680.jpg,1
Preprocessed\disgust\img_1681.jpg,1
Preprocessed\disgust\img_1682.jpg,1
Preprocessed\disgust\img_1683.jpg,1
Preprocessed\disgust\img_1684.jpg,1
Preprocessed\disgust\img_1685.jpg,1
Preprocessed\disgust\img_1686.jpg,1
Preprocessed\disgust\img_1687.jpg,1
Preprocessed\disgust\img_1688.jpg,1
Preprocessed\disgust\img_1689.jpg,1
Preprocessed\disgust\img_1690.jpg,1
Preprocessed\disgust\img_1691.jpg,1
Preprocessed\disgust\img_1692.jpg,1
Preprocessed\disgust\img_1693.jpg,1
Preprocessed\disgust\img_1694.jpg,1
Preprocessed\disgust\img_1695.jpg,1
Preprocessed\disgust\img_1696.jpg,1
Preprocessed\disgust\img_1697.jpg,1
Preprocessed\disgust\img_1698.jpg,1
Preprocessed\disgust\img_1699.jpg,1
Preprocessed\disgust\img_1700.jpg,1
Preprocessed\disgust\img_1701.jpg,1
Preprocessed\disgust\img_1702.jpg,1
Preprocessed\disgust\img_1703.jpg,1
Preprocessed\disgust\img_1704.jpg,1
Preprocessed\disgust\img_1705.jpg,1
Preprocessed\disgust\img_1706.jpg,1
Preprocessed\disgust\img_1707.jpg,1
Preprocessed\disgust\img_1708.jpg,1
Preprocessed\disgust\img_1709.jpg,1
Preprocessed\disgust\img_1710.jpg,1
Preprocessed\disgust\img_1711.jpg,1
Preprocessed\disgust\img_1712.jpg,1
Preprocessed\disgust\img_1713.jpg,1
Preprocessed\disgust\img_1714.jpg,1
Preprocessed\disgust\img_1715.jpg,1
Preprocessed\disgust\img_1716.jpg,1
Preprocessed\disgust\img_1717.jpg,1
Preprocessed\disgust\img_1718.jpg,1
Preprocessed\disgust\img_1719.jpg,1
Preprocessed\disgust\img_1720.jpg,1
Preprocessed\disgust\img_1721.jpg,1
Preprocessed\disgust\img_1722.jpg,1
Preprocessed\disgust\img_1723.jpg,1
Preprocessed\disgust\img_1724.jpg,1
Preprocessed\disgust\img_1725.jpg,1
Preprocessed\disgust\img_1726.jpg,1
Preprocessed\disgust\img_1727.jpg,1
Preprocessed\disgust\img_1728.jpg,1
Preprocessed\disgust\img_1729.jpg,1
Preprocessed\disgust\img_1730.jpg,1
Preprocessed\disgust\img_1731.jpg,1
Preprocessed\disgust\img_1732.jpg,1
Preprocessed\disgust\img_1733.jpg,1
Preprocessed\disgust\img_1734.jpg,1
Preprocessed\disgust\img_1735.jpg,1
Preprocessed\disgust\img_1736.jpg,1
Preprocessed\disgust\img_1737.jpg,1
Preprocessed\disgust\img_1738.jpg,1
Preprocessed\disgust\img_1739.jpg,1
Preprocessed\disgust\img_1740.jpg,1
Preprocessed\disgust\img_1741.jpg,1
Preprocessed\disgust\img_1742.jpg,1
Preprocessed\disgust\img_1743.jpg,1
Preprocessed\disgust\img_1744.jpg,1
Preprocessed\disgust\img_1745.jpg,1
Preprocessed\disgust\img_1746.jpg,1
Preprocessed\disgust\img_1747.jpg,1
Preprocessed\disgust\img_1748.jpg,1
Preprocessed\disgust\img_1749.jpg,1
Preprocessed\disgust\img_1750.jpg,1
Preprocessed\disgust\img_1751.jpg,1
Preprocessed\disgust\img_1752.jpg,1
Preprocessed\disgust\img_1753.jpg,1
Preprocessed\disgust\img_1754.jpg,1
Preprocessed\disgust\img_1755.jpg,1
Preprocessed\disgust\img_1756.jpg,1
Preprocessed\disgust\img_1757.jpg,1
Preprocessed\disgust\img_1758.jpg,1
Preprocessed\disgust\img_1759.jpg,1
Preprocessed\disgust\img_1760.jpg,1
Preprocessed\disgust\img_1761.jpg,1
Preprocessed\disgust\img_1762.jpg,1
Preprocessed\disgust\img_1763.jpg,1
Preprocessed\disgust\img_1764.jpg,1
Preprocessed\disgust\img_1765.jpg,1
Preprocessed\disgust\img_1766.jpg,1
Preprocessed\disgust\img_1767.jpg,1
Preprocessed\disgust\img_1768.jpg,1
Preprocessed\disgust\img_1769.jpg,1
Preprocessed\disgust\img_1770.jpg,1
Preprocessed\disgust\img_1771.jpg,1
Preprocessed\disgust\img_1772.jpg,1
Preprocessed\disgust\img_1773.jpg,1
Preprocessed\disgust\img_1774.jpg,1
Preprocessed\disgust\img_1775.jpg,1
Preprocessed\disgust\img_1776.jpg,1
Preprocessed\disgust\img_1777.jpg,1
Preprocessed\disgust\img_1778.jpg,1
Preprocessed\disgust\img_1779.jpg,1
Preprocessed\disgust\img_1780.jpg,1
Preprocessed\disgust\img_1781.jpg,1
Preprocessed\disgust\img_1782.jpg,1
Preprocessed\disgust\img_1783.jpg,1
Preprocessed\disgust\img_1784.jpg,1
Preprocessed\disgust\img_1785.jpg,1
Preprocessed\disgust\img_1786.jpg,1
Preprocessed\disgust\img_1787.jpg,1
Preprocessed\disgust\img_1788.jpg,1
Preprocessed\disgust\img_1789.jpg,1
Preprocessed\disgust\img_1790.jpg,1
Preprocessed\disgust\img_1791.jpg,1
Preprocessed\disgust\img_1792.jpg,1
Preprocessed\disgust\img_1793.jpg,1
Preprocessed\disgust\img_1794.jpg,1
Preprocessed\disgust\img_1795.jpg,1
Preprocessed\disgust\img_1796.jpg,1
Preprocessed\disgust\img_1797.jpg,1
Preprocessed\disgust\img_1798.jpg,1
Preprocessed\disgust\img_1799.jpg,1
Preprocessed\disgust\img_1800.jpg,1
Preprocessed\disgust\img_1801.jpg,1
Preprocessed\disgust\img_1802.jpg,1
Preprocessed\disgust\img_1803.jpg,1
Preprocessed\disgust\img_1804.jpg,1
Preprocessed\disgust\img_1805.jpg,1
Preprocessed\disgust\img_1806.jpg,1
Preprocessed\disgust\img_1807.jpg,1
Preprocessed\disgust\img_1808.jpg,1
Preprocessed\disgust\img_1809.jpg,1
Preprocessed\disgust\img_1810.jpg,1
Preprocessed\disgust\img_1811.jpg,1
Preprocessed\disgust\img_1812.jpg,1
Preprocessed\disgust\img_1813.jpg,1
Preprocessed\disgust\img_1814.jpg,1
Preprocessed\disgust\img_1815.jpg,1
Preprocessed\disgust\img_1816.jpg,1
Preprocessed\disgust\img_1817.jpg,1
Preprocessed\disgust\img_1818.jpg,1
Preprocessed\disgust\img_1819.jpg,1
Preprocessed\disgust\img_1820.jpg,1
Preprocessed\disgust\img_1821.jpg,1
Preprocessed\disgust\img_1822.jpg,1
Preprocessed\disgust\img_1823.jpg,1
Preprocessed\disgust\img_1824.jpg,1
Preprocessed\disgust\img_1825.jpg,1
Preprocessed\disgust\img_1826.jpg,1
Preprocessed\disgust\img_1827.jpg,1
Preprocessed\disgust\img_1828.jpg,1
Preprocessed\disgust\img_1829.jpg,1
Preprocessed\disgust\img_1830.jpg,1
Preprocessed\disgust\img_1831.jpg,1
Preprocessed\disgust\img_1832.jpg,1
Preprocessed\disgust\img_1833.jpg,1
Preprocessed\disgust\img_1834.jpg,1
Preprocessed\disgust\img_1835.jpg,1
Preprocessed\disgust\img_1836.jpg,1
Preprocessed\disgust\img_1837.jpg,1
Preprocessed\disgust\img_1838.jpg,1
Preprocessed\disgust\img_1839.jpg,1
Preprocessed\disgust\img_1840.jpg,1
Preprocessed\disgust\img_1841.jpg,1
Preprocessed\disgust\img_1842.jpg,1
Preprocessed\disgust\img_1843.jpg,1
Preprocessed\disgust\img_1844.jpg,1
Preprocessed\disgust\img_1845.jpg,1
Preprocessed\disgust\img_1846.jpg,1
Preprocessed\disgust\img_1847.jpg,1
Preprocessed\disgust\img_1848.jpg,1
Preprocessed\disgust\img_1849.jpg,1
Preprocessed\disgust\img_1850.jpg,1
Preprocessed\disgust\img_1851.jpg,1
Preprocessed\disgust\img_1852.jpg,1
Preprocessed\disgust\img_1853.jpg,1
Preprocessed\disgust\img_1854.jpg,1
Preprocessed\disgust\img_1855.jpg,1
Preprocessed\disgust\img_1856.jpg,1
Preprocessed\disgust\img_1857.jpg,1
Preprocessed\disgust\img_1858.jpg,1
Preprocessed\disgust\img_1859.jpg,1
Preprocessed\disgust\img_1860.jpg,1
Preprocessed\disgust\img_1861.jpg,1
Preprocessed\disgust\img_1862.jpg,1
Preprocessed\disgust\img_1863.jpg,1
Preprocessed\disgust\img_1864.jpg,1
Preprocessed\disgust\img_1865.jpg,1
Preprocessed\disgust\img_1866.jpg,1
Preprocessed\disgust\img_1867.jpg,1
Preprocessed\disgust\img_1868.jpg,1
Preprocessed\disgust\img_1869.jpg,1
Preprocessed\disgust\img_1870.jpg,1
Preprocessed\disgust\img_1871.jpg,1
Preprocessed\disgust\img_1872.jpg,1
Preprocessed\disgust\img_1873.jpg,1
Preprocessed\disgust\img_1874.jpg,1
Preprocessed\disgust\img_1875.jpg,1
Preprocessed\disgust\img_1876.jpg,1
Preprocessed\disgust\img_1877.jpg,1
Preprocessed\disgust\img_1878.jpg,1
Preprocessed\disgust\img_1879.jpg,1
Preprocessed\disgust\img_1880.jpg,1
Preprocessed\disgust\img_1881.jpg,1
Preprocessed\disgust\img_1882.jpg,1
Preprocessed\disgust\img_1883.jpg,1
Preprocessed\disgust\img_1884.jpg,1
Preprocessed\disgust\img_1885.jpg,1
Preprocessed\disgust\img_1886.jpg,1
Preprocessed\disgust\img_1887.jpg,1
Preprocessed\disgust\img_1888.jpg,1
Preprocessed\disgust\img_1889.jpg,1
Preprocessed\disgust\img_1890.jpg,1
Preprocessed\disgust\img_1891.jpg,1
Preprocessed\disgust\img_1892.jpg,1
Preprocessed\disgust\img_1893.jpg,1
Preprocessed\disgust\img_1894.jpg,1
Preprocessed\disgust\img_1895.jpg,1
Preprocessed\disgust\img_1896.jpg,1
Preprocessed\disgust\img_1897.jpg,1
Preprocessed\disgust\img_1898.jpg,1
Preprocessed\disgust\img_1899.jpg,1
Preprocessed\disgust\img_1900.jpg,1
Preprocessed\disgust\img_1901.jpg,1
Preprocessed\disgust\img_1902.jpg,1
Preprocessed\disgust\img_1903.jpg,1
Preprocessed\disgust\img_1904.jpg,1
Preprocessed\disgust\img_1905.jpg,1
Preprocessed\disgust\img_1906.jpg,1
Preprocessed\disgust\img_1907.jpg,1
Preprocessed\disgust\img_1908.jpg,1
Preprocessed\disgust\img_1909.jpg,1
Preprocessed\disgust\img_1910.jpg,1
Preprocessed\disgust\img_1911.jpg,1
Preprocessed\disgust\img_1912.jpg,1
Preprocessed\disgust\img_1913.jpg,1
Preprocessed\disgust\img_1914.jpg,1
Preprocessed\disgust\img_1915.jpg,1
Preprocessed\disgust\img_1916.jpg,1
Preprocessed\disgust\img_1917.jpg,1
Preprocessed\disgust\img_1918.jpg,1
Preprocessed\disgust\img_1919.jpg,1
Preprocessed\disgust\img_1920.jpg,1
Preprocessed\disgust\img_1921.jpg,1
Preprocessed\disgust\img_1922.jpg,1
Preprocessed\disgust\img_1923.jpg,1
Preprocessed\disgust\img_1924.jpg,1
Preprocessed\disgust\img_1925.jpg,1
Preprocessed\disgust\img_1926.jpg,1
Preprocessed\disgust\img_1927.jpg,1
Preprocessed\disgust\img_1928.jpg,1
Preprocessed\disgust\img_1929.jpg,1
Preprocessed\disgust\img_1930.jpg,1
Preprocessed\disgust\img_1931.jpg,1
Preprocessed\disgust\img_1932.jpg,1
Preprocessed\disgust\img_1933.jpg,1
Preprocessed\disgust\img_1934.jpg,1
Preprocessed\disgust\img_1935.jpg,1
Preprocessed\disgust\img_1936.jpg,1
Preprocessed\disgust\img_1937.jpg,1
Preprocessed\disgust\img_1938.jpg,1
Preprocessed\disgust\img_1939.jpg,1
Preprocessed\disgust\img_1940.jpg,1
Preprocessed\disgust\img_1941.jpg,1
Preprocessed\disgust\img_1942.jpg,1
Preprocessed\disgust\img_1943.jpg,1
Preprocessed\disgust\img_1944.jpg,1
Preprocessed\disgust\img_1945.jpg,1
Preprocessed\disgust\img_1946.jpg,1
